Member_number,Date,itemDescription
1097,12/10/2014,curd
1097,3/5/2014,root vegetables
1097,16-04-2014,whole milk
1097,26-11-2014,whole milk
1097,25-09-2015,bottled water
1097,12/10/2014,shopping bags
1097,16-04-2014,cake bar
1098,5/8/2015,tropical fruit
1098,7/5/2015,canned beer
1098,12/11/2015,grapes
1098,27-09-2015,root vegetables
1098,19-01-2015,rolls/buns
1098,5/8/2015,citrus fruit
1098,5/8/2015,yogurt
1098,5/8/2015,frankfurter
1098,25-02-2014,citrus fruit
1098,19-07-2014,tropical fruit
1098,27-09-2015,frozen vegetables
1098,5/8/2015,specialty chocolate
1098,7/5/2015,napkins
1098,12/11/2015,other vegetables
1098,27-09-2015,bottled water
1098,19-01-2015,shopping bags
1098,5/8/2015,hard cheese
1098,5/8/2015,whole milk
1098,5/8/2015,canned beer
1098,25-02-2014,dessert
1098,19-07-2014,candy
1098,27-09-2015,cat food
1098,7/5/2015,rolls/buns
1098,19-01-2015,cat food
1099,13-08-2015,spread cheese
1099,29-08-2014,root vegetables
1099,18-07-2014,pip fruit
1099,13-08-2015,pork
1099,29-08-2014,instant coffee
1099,18-07-2014,brown bread
1100,12/3/2015,soda
1100,12/3/2015,hygiene articles
1100,12/3/2015,grapes
1100,20-02-2014,hamburger meat
1100,18-12-2014,whole milk
1100,12/3/2015,pudding powder
1100,12/3/2015,butter milk
1100,12/3/2015,butter
1100,20-02-2014,pasta
1100,18-12-2014,yogurt
1101,28-12-2014,rolls/buns
1101,7/9/2014,whole milk
1101,25-12-2014,brown bread
1101,28-12-2014,other vegetables
1101,7/9/2014,processed cheese
1101,25-12-2014,sparkling wine
1101,28-12-2014,whipped/sour cream
1102,27-06-2015,other vegetables
1102,30-09-2014,yogurt
1102,14-02-2014,root vegetables
1102,27-06-2015,white bread
1102,30-09-2014,beverages
1102,14-02-2014,frozen vegetables
1102,27-06-2015,detergent
1102,13-04-2014,candy
1102,30-09-2014,brown bread
1102,13-04-2014,white wine
1103,12/7/2014,ice cream
1103,22-11-2014,cream
1103,25-05-2014,chicken
1103,28-07-2014,waffles
1103,12/7/2014,herbs
1103,22-11-2014,yogurt
1103,25-05-2014,pastry
1103,28-07-2014,hygiene articles
1103,25-05-2014,candles
1103,28-07-2014,tea
1104,27-10-2015,pork
1104,4/1/2015,yogurt
1104,18-03-2015,domestic eggs
1104,4/1/2015,other vegetables
1104,9/5/2014,yogurt
1104,27-10-2015,whole milk
1104,4/1/2015,rolls/buns
1104,18-03-2015,yogurt
1104,4/1/2015,herbs
1104,9/5/2014,root vegetables
1105,22-05-2015,bottled water
1105,22-05-2015,yogurt
1105,22-05-2015,tropical fruit
1105,22-05-2015,whole milk
1105,14-06-2014,other vegetables
1105,14-06-2014,white bread
1107,1/10/2015,citrus fruit
1107,3/1/2015,liver loaf
1107,6/5/2015,citrus fruit
1107,3/1/2015,chicken
1107,15-05-2014,beef
1107,26-09-2014,shopping bags
1107,14-06-2014,onions
1107,1/10/2015,misc. beverages
1107,3/1/2015,rolls/buns
1107,6/5/2015,misc. beverages
1107,3/1/2015,spread cheese
1107,15-05-2014,specialty fat
1107,26-09-2014,rolls/buns
1107,14-06-2014,newspapers
1107,13-08-2014,whole milk
1107,22-07-2014,rolls/buns
1107,3/1/2015,shopping bags
1107,15-05-2014,newspapers
1107,13-08-2014,pastry
1107,22-07-2014,semi-finished bread
1108,30-07-2015,brown bread
1108,22-05-2014,pastry
1108,22-08-2014,salty snack
1108,25-06-2014,frozen potato products
1108,30-07-2015,whole milk
1108,22-05-2014,canned beer
1108,22-08-2014,pastry
1108,25-06-2014,specialty cheese
1108,22-05-2014,whipped/sour cream
1108,30-07-2015,shopping bags
1108,22-05-2014,grapes
1108,22-08-2014,oil
1109,6/4/2015,citrus fruit
1109,14-10-2014,curd
1109,22-11-2014,pip fruit
1109,31-10-2014,pip fruit
1109,19-06-2014,chocolate
1109,6/4/2015,frozen vegetables
1109,14-10-2014,sugar
1109,22-11-2014,salty snack
1109,31-10-2014,margarine
1109,19-06-2014,whole milk
1109,6/4/2015,margarine
1109,22-11-2014,pastry
1110,20-11-2015,whole milk
1110,15-11-2015,pastry
1110,9/9/2015,ham
1110,15-11-2015,baking powder
1110,13-10-2014,bottled water
1110,11/12/2014,soda
1110,30-05-2014,margarine
1110,20-11-2015,soda
1110,15-11-2015,butter
1110,9/9/2015,yogurt
1110,15-11-2015,margarine
1110,13-10-2014,chocolate
1110,11/12/2014,salty snack
1110,30-05-2014,yogurt
1110,22-09-2014,pickled vegetables
1110,15-11-2015,curd
1110,15-11-2015,dishes
1110,22-09-2014,liquor
1111,20-11-2015,beef
1111,24-10-2014,bottled water
1111,3/3/2014,whole milk
1111,20-11-2015,semi-finished bread
1111,24-10-2014,flour
1111,3/3/2014,frozen vegetables
1111,24-10-2014,sugar
1111,7/5/2014,other vegetables
1111,3/3/2014,soda
1111,3/3/2014,UHT-milk
1111,7/5/2014,whipped/sour cream
1112,9/4/2015,dish cleaner
1112,9/4/2015,ice cream
1112,9/4/2015,jam
1112,9/4/2015,newspapers
1113,29-03-2015,pork
1113,5/8/2015,bottled beer
1113,2/2/2014,curd
1113,7/1/2014,whole milk
1113,29-03-2015,pudding powder
1113,5/8/2015,specialty bar
1113,2/2/2014,canned beer
1113,7/1/2014,yogurt
1113,5/8/2015,baking powder
1113,29-03-2015,domestic eggs
1113,7/1/2014,newspapers
1114,10/7/2015,misc. beverages
1114,12/3/2015,dog food
1114,26-04-2015,chicken
1114,12/3/2015,sausage
1114,25-04-2014,chocolate
1114,4/9/2014,root vegetables
1114,14-12-2014,root vegetables
1114,10/7/2015,UHT-milk
1114,12/3/2015,dessert
1114,26-04-2015,shopping bags
1114,12/3/2015,shopping bags
1114,25-04-2014,brown bread
1114,4/9/2014,shopping bags
1114,14-12-2014,citrus fruit
1114,10/7/2015,white bread
1114,25-04-2014,salty snack
1115,22-01-2015,other vegetables
1115,3/8/2014,other vegetables
1115,15-09-2014,whipped/sour cream
1115,31-07-2014,turkey
1115,22-01-2015,yogurt
1115,3/8/2014,butter
1115,15-09-2014,yogurt
1115,31-07-2014,root vegetables
1116,29-11-2015,frankfurter
1116,23-07-2015,chicken
1116,8/10/2015,newspapers
1116,29-01-2015,other vegetables
1116,29-01-2015,cream cheese 
1116,8/10/2015,white bread
1116,11/8/2014,other vegetables
1116,22-06-2014,brown bread
1116,6/3/2014,other vegetables
1116,27-09-2014,brown bread
1116,29-11-2015,rolls/buns
1116,23-07-2015,bottled water
1116,8/10/2015,rolls/buns
1116,29-01-2015,liquor
1116,29-01-2015,root vegetables
1116,8/10/2015,beverages
1116,11/8/2014,zwieback
1116,22-06-2014,butter milk
1116,6/3/2014,napkins
1116,27-09-2014,soda
1116,22-06-2014,canned vegetables
1116,29-01-2015,newspapers
1116,29-01-2015,hard cheese
1116,22-06-2014,soda
1117,24-05-2015,meat
1117,24-05-2015,whole milk
1117,24-05-2015,whipped/sour cream
1118,25-12-2015,whole milk
1118,27-07-2015,ham
1118,13-05-2015,house keeping products
1118,7/11/2014,pip fruit
1118,2/3/2014,bottled beer
1118,9/12/2014,berries
1118,25-12-2015,hair spray
1118,13-05-2015,rolls/buns
1118,25-12-2015,butter
1118,27-07-2015,yogurt
1118,13-05-2015,pickled vegetables
1118,7/11/2014,processed cheese
1118,2/3/2014,frozen vegetables
1118,9/12/2014,condensed milk
1118,25-12-2015,pastry
1118,13-05-2015,curd
1118,7/11/2014,canned beer
1118,2/3/2014,sliced cheese
1119,4/2/2015,grapes
1119,4/2/2015,whole milk
1120,26-09-2015,pastry
1120,8/6/2015,meat
1120,14-07-2015,citrus fruit
1120,14-01-2015,soda
1120,11/6/2015,other vegetables
1120,26-09-2015,condensed milk
1120,14-01-2015,UHT-milk
1120,21-08-2014,tropical fruit
1120,26-09-2015,rice
1120,8/6/2015,other vegetables
1120,14-07-2015,brown bread
1120,14-01-2015,newspapers
1120,11/6/2015,specialty bar
1120,26-09-2015,tropical fruit
1120,14-01-2015,white bread
1120,21-08-2014,sugar
1120,26-09-2015,chocolate marshmallow
1121,15-03-2014,coffee
1121,15-03-2014,shopping bags
1122,21-12-2015,bottled water
1122,25-06-2015,root vegetables
1122,25-09-2014,chicken
1122,21-12-2015,citrus fruit
1122,25-06-2015,frozen vegetables
1122,25-09-2014,dishes
1123,12/11/2015,pork
1123,31-01-2015,frozen vegetables
1123,28-12-2014,pip fruit
1123,9/8/2014,rolls/buns
1123,12/11/2015,soda
1123,31-01-2015,rolls/buns
1123,28-12-2014,whole milk
1123,9/8/2014,oil
1123,9/8/2014,yogurt
1123,12/11/2015,canned vegetables
1123,31-01-2015,cling film/bags
1124,23-08-2014,yogurt
1124,23-08-2014,soda
1124,5/3/2014,bottled beer
1124,5/3/2014,hygiene articles
1125,19-11-2015,popcorn
1125,27-08-2015,sausage
1125,12/5/2015,condensed milk
1125,30-05-2014,root vegetables
1125,9/12/2014,rolls/buns
1125,19-11-2015,citrus fruit
1125,27-08-2015,pastry
1125,12/5/2015,shopping bags
1125,30-05-2014,margarine
1125,9/12/2014,margarine
1125,30-05-2014,rolls/buns
1126,29-04-2015,misc. beverages
1126,17-05-2015,newspapers
1126,17-05-2015,pork
1126,2/11/2014,rolls/buns
1126,29-04-2015,whole milk
1126,17-05-2015,root vegetables
1126,17-05-2015,napkins
1126,2/11/2014,whipped/sour cream
1126,29-04-2015,long life bakery product
1127,14-01-2015,frankfurter
1127,15-10-2015,other vegetables
1127,14-01-2015,rolls/buns
1127,5/4/2014,citrus fruit
1127,15-10-2015,butter
1127,14-01-2015,shopping bags
1127,15-10-2015,pastry
1127,14-01-2015,margarine
1127,5/4/2014,soda
1127,15-10-2015,UHT-milk
1127,6/2/2014,soda
1127,6/2/2014,roll products 
1128,5/7/2015,meat
1128,10/5/2014,frankfurter
1128,27-03-2014,specialty bar
1128,26-04-2014,liquor
1128,5/7/2015,coffee
1128,10/5/2014,white bread
1128,27-03-2014,soda
1128,26-04-2014,domestic eggs
1128,27-03-2014,frozen vegetables
1128,27-03-2014,frozen vegetables
1129,10/9/2014,grapes
1129,25-01-2014,whole milk
1129,14-11-2014,tea
1129,18-04-2014,flower (seeds)
1129,10/9/2014,frozen meals
1129,25-01-2014,baking powder
1129,14-11-2014,yogurt
1129,18-04-2014,white wine
1129,21-12-2014,cream cheese 
1129,14-11-2014,shopping bags
1129,10/9/2014,flower (seeds)
1129,14-11-2014,brown bread
1129,21-12-2014,specialty chocolate
1130,18-09-2015,bottled water
1130,15-01-2015,tropical fruit
1130,18-09-2015,frankfurter
1130,18-09-2015,dessert
1130,15-01-2015,cream cheese 
1130,18-09-2015,root vegetables
1130,15-01-2015,cream cheese 
1130,18-08-2014,yogurt
1130,1/11/2014,margarine
1130,18-08-2014,softener
1130,1/11/2014,soda
1132,19-02-2015,other vegetables
1132,22-09-2015,soda
1132,19-02-2015,semi-finished bread
1132,22-11-2014,bottled beer
1132,19-02-2015,other vegetables
1132,22-09-2015,whole milk
1132,19-02-2015,rolls/buns
1132,22-11-2014,whole milk
1132,19-02-2015,shopping bags
1132,19-02-2015,salty snack
1133,3/8/2015,curd
1133,26-03-2015,pork
1133,26-02-2015,sausage
1133,3/8/2014,yogurt
1133,21-03-2014,coffee
1133,3/8/2015,domestic eggs
1133,26-03-2015,whole milk
1133,26-02-2015,rolls/buns
1133,3/8/2014,pastry
1133,21-03-2014,shopping bags
1133,26-03-2015,napkins
1133,26-02-2015,rice
1133,21-03-2014,shopping bags
1134,4/12/2014,other vegetables
1134,18-02-2014,cream cheese 
1134,11/5/2014,pastry
1134,4/12/2014,oil
1134,18-02-2014,newspapers
1134,11/5/2014,brown bread
1134,11/5/2014,yogurt
1135,24-02-2015,hard cheese
1135,29-04-2015,whole milk
1135,10/7/2015,sausage
1135,10/7/2015,shopping bags
1135,24-02-2015,butter
1135,29-04-2015,other vegetables
1135,10/7/2015,soda
1135,10/7/2015,butter
1135,10/7/2015,dessert
1135,10/7/2015,soda
1136,15-06-2015,herbs
1136,29-10-2015,other vegetables
1136,3/1/2015,tropical fruit
1136,3/11/2015,tropical fruit
1136,28-09-2014,tropical fruit
1136,4/6/2014,rolls/buns
1136,15-07-2014,root vegetables
1136,25-05-2014,instant coffee
1136,2/5/2014,citrus fruit
1136,15-06-2015,citrus fruit
1136,29-10-2015,beef
1136,3/1/2015,butter milk
1136,3/11/2015,whole milk
1136,28-09-2014,other vegetables
1136,4/6/2014,fruit/vegetable juice
1136,15-07-2014,butter milk
1136,25-05-2014,shopping bags
1136,2/5/2014,flower (seeds)
1136,3/1/2015,brown bread
1137,26-09-2015,whole milk
1137,26-09-2015,other vegetables
1137,16-05-2014,nut snack
1137,26-09-2015,other vegetables
1137,26-09-2015,sugar
1137,16-05-2014,canned beer
1138,2/9/2015,whole milk
1138,24-02-2015,rolls/buns
1138,7/7/2014,citrus fruit
1138,2/9/2015,root vegetables
1138,24-02-2015,butter milk
1138,7/7/2014,napkins
1139,19-01-2015,tropical fruit
1139,2/2/2014,rolls/buns
1139,15-01-2014,tropical fruit
1139,20-10-2014,pork
1139,19-01-2015,misc. beverages
1139,2/2/2014,brown bread
1139,15-01-2014,soft cheese
1139,20-10-2014,pickled vegetables
1139,2/2/2014,canned beer
1140,26-06-2015,pip fruit
1140,1/5/2015,photo/film
1140,1/5/2015,frankfurter
1140,26-06-2015,other vegetables
1140,1/5/2015,other vegetables
1140,1/5/2015,curd
1140,26-06-2015,cling film/bags
1140,1/5/2015,waffles
1141,8/4/2014,tropical fruit
1141,8/6/2014,cat food
1141,15-12-2014,berries
1141,2/12/2014,rolls/buns
1141,8/4/2014,yogurt
1141,8/6/2014,rolls/buns
1141,15-12-2014,white bread
1141,2/12/2014,whole milk
1141,2/12/2014,soda
1142,13-06-2015,chicken
1142,13-10-2014,other vegetables
1142,22-05-2014,newspapers
1142,10/12/2014,rolls/buns
1142,13-06-2015,brown bread
1142,13-10-2014,napkins
1142,22-05-2014,soups
1142,10/12/2014,soda
1143,25-04-2015,soda
1143,27-01-2015,misc. beverages
1143,25-04-2015,whole milk
1143,14-07-2014,UHT-milk
1143,14-11-2014,pork
1143,25-04-2015,whole milk
1143,27-01-2015,spread cheese
1143,25-04-2015,sugar
1143,14-07-2014,soda
1143,14-11-2014,soda
1143,18-11-2014,oil
1143,18-11-2014,pickled vegetables
1144,15-10-2015,hard cheese
1144,1/4/2015,meat
1144,13-08-2015,canned beer
1144,28-01-2015,soda
1144,16-01-2015,chicken
1144,7/11/2014,pork
1144,8/4/2014,root vegetables
1144,15-10-2015,root vegetables
1144,1/4/2015,whole milk
1144,13-08-2015,fish
1144,28-01-2015,whipped/sour cream
1144,16-01-2015,domestic eggs
1144,7/11/2014,domestic eggs
1144,8/4/2014,coffee
1144,15-10-2015,white bread
1144,16-01-2015,white bread
1145,7/10/2015,tropical fruit
1145,5/6/2014,brown bread
1145,7/10/2015,root vegetables
1145,5/6/2014,other vegetables
1145,13-09-2014,bottled beer
1145,13-09-2014,soda
1146,12/9/2015,pork
1146,11/6/2015,whole milk
1146,21-02-2014,frozen vegetables
1146,28-03-2014,other vegetables
1146,23-05-2014,yogurt
1146,12/7/2014,bottled water
1146,12/9/2015,margarine
1146,11/6/2015,bottled beer
1146,21-02-2014,pip fruit
1146,28-03-2014,berries
1146,23-05-2014,soda
1146,12/7/2014,shopping bags
1146,30-01-2014,curd
1146,21-02-2014,root vegetables
1146,28-03-2014,candy
1146,21-02-2014,cereals
1146,28-03-2014,sliced cheese
1146,30-01-2014,soft cheese
1146,23-05-2014,yogurt
1146,12/7/2014,waffles
1147,4/3/2014,frozen meals
1147,1/5/2014,soda
1147,16-11-2014,specialty chocolate
1147,4/3/2014,detergent
1147,1/5/2014,whole milk
1147,16-11-2014,canned fish
1148,27-09-2015,soda
1148,9/7/2015,pork
1148,15-04-2015,yogurt
1148,15-04-2015,sausage
1148,14-01-2015,pork
1148,31-01-2014,root vegetables
1148,1/11/2014,soda
1148,15-04-2015,whole milk
1148,27-09-2015,other vegetables
1148,9/7/2015,tropical fruit
1148,15-04-2015,shopping bags
1148,15-04-2015,white bread
1148,14-01-2015,yogurt
1148,31-01-2014,soda
1148,1/11/2014,other vegetables
1148,15-04-2015,dog food
1148,31-01-2014,long life bakery product
1148,15-04-2015,baking powder
1148,15-04-2015,sliced cheese
1149,12/12/2015,seasonal products
1149,6/8/2015,soda
1149,6/8/2015,bottled beer
1149,12/12/2015,frozen vegetables
1149,6/8/2015,chicken
1149,6/8/2015,yogurt
1149,12/12/2015,yogurt
1150,4/12/2015,other vegetables
1150,25-05-2015,canned beer
1150,29-08-2014,pip fruit
1150,6/9/2014,long life bakery product
1150,4/12/2015,fruit/vegetable juice
1150,25-05-2015,sugar
1150,29-08-2014,berries
1150,6/9/2014,rolls/buns
1150,6/9/2014,UHT-milk
1150,6/9/2014,bottled water
1151,17-09-2015,berries
1151,12/12/2014,curd
1151,17-09-2015,pip fruit
1151,12/12/2014,soft cheese
1151,17-09-2015,pastry
1152,5/3/2015,whole milk
1152,19-07-2015,pork
1152,20-04-2015,soda
1152,26-12-2014,curd cheese
1152,5/3/2015,rolls/buns
1152,19-07-2015,domestic eggs
1152,20-04-2015,frozen meals
1152,26-12-2014,soda
1153,8/12/2015,whole milk
1153,18-02-2015,butter
1153,26-10-2015,frankfurter
1153,19-08-2014,chicken
1153,10/8/2014,chewing gum
1153,28-03-2014,tropical fruit
1153,8/12/2015,grapes
1153,18-02-2015,ice cream
1153,26-10-2015,soft cheese
1153,19-08-2014,cake bar
1153,10/8/2014,whole milk
1153,28-03-2014,rolls/buns
1153,26-10-2015,mustard
1153,10/8/2014,bottled beer
1153,28-03-2014,canned beer
1153,10/8/2014,ready soups
1153,28-03-2014,dish cleaner
1154,6/4/2015,root vegetables
1154,17-05-2015,citrus fruit
1154,17-05-2015,sausage
1154,15-05-2014,female sanitary products
1154,6/4/2015,other vegetables
1154,17-05-2015,whole milk
1154,17-05-2015,canned beer
1154,15-05-2014,rolls/buns
1154,6/4/2015,frozen vegetables
1155,10/8/2015,whole milk
1155,27-12-2015,frankfurter
1155,1/4/2015,whole milk
1155,1/4/2015,sausage
1155,10/8/2015,house keeping products
1155,27-12-2015,brandy
1155,1/4/2015,pet care
1155,1/4/2015,yogurt
1156,13-09-2015,berries
1156,13-09-2015,other vegetables
1157,4/10/2014,tropical fruit
1157,21-03-2014,beef
1157,4/10/2014,UHT-milk
1157,21-03-2014,curd
1157,4/10/2014,napkins
1157,4/10/2014,whole milk
1157,21-03-2014,frozen meals
1158,21-03-2015,yogurt
1158,25-08-2015,whole milk
1158,17-10-2015,rolls/buns
1158,17-10-2015,other vegetables
1158,19-02-2014,whole milk
1158,21-03-2015,citrus fruit
1158,25-08-2015,cream cheese 
1158,17-10-2015,butter
1158,17-10-2015,root vegetables
1158,19-02-2014,bottled water
1158,17-10-2015,rolls/buns
1159,14-06-2015,citrus fruit
1159,28-01-2014,citrus fruit
1159,6/2/2014,frozen vegetables
1159,14-06-2015,soda
1159,28-01-2014,light bulbs
1159,6/2/2014,domestic eggs
1160,4/9/2015,butter
1160,24-01-2015,shopping bags
1160,20-11-2015,pip fruit
1160,21-08-2015,domestic eggs
1160,6/2/2014,whole milk
1160,4/2/2014,yogurt
1160,21-08-2015,beef
1160,4/9/2015,chewing gum
1160,24-01-2015,frozen meals
1160,20-11-2015,tropical fruit
1160,21-08-2015,coffee
1160,6/2/2014,root vegetables
1160,4/2/2014,whole milk
1160,21-08-2015,bottled beer
1160,20-11-2015,mustard
1161,14-03-2015,other vegetables
1161,26-01-2014,beef
1161,14-03-2015,yogurt
1161,14-03-2015,whole milk
1161,26-01-2014,newspapers
1161,14-03-2015,spread cheese
1161,26-01-2014,bottled beer
1162,6/8/2015,canned beer
1162,5/4/2014,misc. beverages
1162,18-01-2014,white bread
1162,20-08-2014,red/blush wine
1162,28-03-2014,canned beer
1162,6/8/2015,citrus fruit
1162,5/4/2014,coffee
1162,18-01-2014,yogurt
1162,20-08-2014,salty snack
1162,28-03-2014,berries
1162,28-03-2014,male cosmetics
1162,28-03-2014,fruit/vegetable juice
1163,14-12-2015,whole milk
1163,14-12-2015,beef
1163,11/3/2014,sausage
1163,30-04-2014,white bread
1163,14-12-2015,citrus fruit
1163,14-12-2015,newspapers
1163,11/3/2014,bottled water
1163,30-04-2014,frozen vegetables
1163,14-12-2015,bottled water
1164,1/2/2015,other vegetables
1164,30-03-2015,whole milk
1164,1/2/2015,sliced cheese
1164,30-03-2015,root vegetables
1164,30-03-2015,canned vegetables
1165,13-04-2015,pork
1165,29-12-2015,curd
1165,2/5/2014,frozen vegetables
1165,1/4/2014,beef
1165,13-04-2015,packaged fruit/vegetables
1165,29-12-2015,spices
1165,2/5/2014,whole milk
1165,1/4/2014,house keeping products
1165,13-04-2015,chocolate
1166,3/6/2014,bottled water
1166,17-02-2014,root vegetables
1166,3/6/2014,tropical fruit
1166,17-02-2014,brown bread
1167,16-02-2015,coffee
1167,1/11/2014,rolls/buns
1167,16-02-2015,domestic eggs
1167,1/11/2014,other vegetables
1168,11/2/2015,bottled beer
1168,6/3/2015,frankfurter
1168,11/2/2015,whole milk
1168,31-10-2014,sweet spreads
1168,11/2/2015,UHT-milk
1168,6/3/2015,frozen vegetables
1168,11/2/2015,chocolate
1168,31-10-2014,herbs
1168,31-10-2014,long life bakery product
1169,29-05-2014,finished products
1169,15-01-2014,other vegetables
1169,1/11/2014,soda
